G1;G2;G3;G4;G5;G6;G7;G8;G9
КРАСНОДАРСКИЙ КРАЙ;;СОЧИ Г;;ВОРОВСКОГО (ЦЕНТРАЛЬНЫЙ Р-Н) УЛ;19;;;13
КРАСНОДАРСКИЙ КРАЙ;;СОЧИ Г;;ДОНСКАЯ (ЦЕНТРАЛЬНЫЙ Р-Н) УЛ;28;;;13
КРАСНОДАРСКИЙ КРАЙ;;СОЧИ Г;;КРАСНОАРМЕЙСКАЯ (ЦЕНТРАЛЬНЫЙ Р-Н) УЛ;26;;;23
КРАСНОДАРСКИЙ КРАЙ;;СОЧИ Г;;МОСКОВСКАЯ (ЦЕНТРАЛЬНЫЙ Р-Н) УЛ;19;;;10
КРАСНОДАРСКИЙ КРАЙ;;СОЧИ Г;;НАВАГИНСКАЯ (ЦЕНТРАЛЬНЫЙ Р-Н) УЛ;14;;;10
КРАСНОДАРСКИЙ КРАЙ;;СОЧИ Г;;НАВАГИНСКАЯ (ЦЕНТРАЛЬНЫЙ Р-Н) УЛ;7;;;12
КРАСНОДАРСКИЙ КРАЙ;;СОЧИ Г;;НАВАГИНСКАЯ (ЦЕНТРАЛЬНЫЙ Р-Н) УЛ;9;;;13
КРАСНОДАРСКИЙ КРАЙ;;СОЧИ Г;;ГАСТЕЛЛО (АДЛЕРСКИЙ Р-Н) УЛ;30;А;;11
КРАСНОДАРСКИЙ КРАЙ;;СОЧИ Г;;СЕВЕРНАЯ (ЦЕНТРАЛЬНЫЙ Р-Н) УЛ;12;;;14
КРАСНОДАРСКИЙ КРАЙ;;СОЧИ Г;;СОВЕТСКАЯ (ЦЕНТРАЛЬНЫЙ Р-Н) УЛ;42;;;11
КРАСНОДАРСКИЙ КРАЙ;;СОЧИ Г;;СОВЕТСКАЯ (ЦЕНТРАЛЬНЫЙ Р-Н) УЛ;26;;;16
КРАСНОДАРСКИЙ КРАЙ;;СОЧИ Г;;ТРУДА (ЦЕНТРАЛЬНЫЙ Р-Н) УЛ;14-А;;;16
КРАСНОДАРСКИЙ КРАЙ;;СОЧИ Г;;ЮНЫХ ЛЕНИНЦЕВ (ЦЕНТРАЛЬНЫЙ Р-Н) УЛ;1;-;-;10
КРАСНОДАРСКИЙ КРАЙ;;СОЧИ Г;;МИРА УЛ;21;;;10
КРАСНОДАРСКИЙ КРАЙ;БРЮХОВЕЦКИЙ Р-Н;;БРЮХОВЕЦКАЯ СТ-ЦА;КРАСНАЯ УЛ;211;;;13
КРАСНОДАРСКИЙ КРАЙ;ВЫСЕЛКОВСКИЙ Р-Н;;ВЫСЕЛКИ СТ-ЦА;ЛЕНИНА УЛ;37;;;13
КРАСНОДАРСКИЙ КРАЙ;КАВКАЗСКИЙ Р-Н;КРОПОТКИН Г;;КРАСНАЯ УЛ;37;;;10
КРАСНОДАРСКИЙ КРАЙ;КАЛИНИНСКИЙ Р-Н;;КАЛИНИНСКАЯ СТ-ЦА;ЛЕНИНА УЛ;147;;;20
КРАСНОДАРСКИЙ КРАЙ;КОРЕНОВСКИЙ Р-Н;КОРЕНОВСК Г;;КРАСНАЯ УЛ;41;;;13
КРАСНОДАРСКИЙ КРАЙ;КРАСНОАРМЕЙСКИЙ Р-Н;;ПОЛТАВСКАЯ СТ-ЦА;КРАСНАЯ УЛ;122;-;-;10
КРАСНОДАРСКИЙ КРАЙ;КУРГАНИНСКИЙ Р-Н;КУРГАНИНСК Г;;ЛЕНИНА УЛ;27;-;-;11
КРАСНОДАРСКИЙ КРАЙ;ЛАБИНСКИЙ Р-Н;ЛАБИНСК Г;;К.МАРКСА УЛ;176;;;11
КРАСНОДАРСКИЙ КРАЙ;ЛЕНИНГРАДСКИЙ Р-Н;;ЛЕНИНГРАДСКАЯ СТ-ЦА;ЧЕРНЫШЕВСКОГО УЛ;179;---;---;11
КРАСНОДАРСКИЙ КРАЙ;НОВОКУБАНСКИЙ Р-Н;НОВОКУБАНСК Г;;ПЕРВОМАЙСКАЯ УЛ;132;;;11
КРАСНОДАРСКИЙ КРАЙ;ПАВЛОВСКИЙ Р-Н;;ПАВЛОВСКАЯ СТ-ЦА;ГОРЬКОГО УЛ;292;-;-;12
КРАСНОДАРСКИЙ КРАЙ;ПАВЛОВСКИЙ Р-Н;;ПАВЛОВСКАЯ СТ-ЦА;ПУШКИНА УЛ;260;-;-;10
КРАСНОДАРСКИЙ КРАЙ;ПРИМОРСКО-АХТАРСКИЙ Р-Н;ПРИМОРСКО-АХТАРСК Г;;50 ЛЕТ ОКТЯБРЯ УЛ;63;;;11
КРАСНОДАРСКИЙ КРАЙ;ТБИЛИССКИЙ Р-Н;;ТБИЛИССКАЯ СТ-ЦА;ПЕРВОМАЙСКАЯ УЛ;17;;;15
КРАСНОДАРСКИЙ КРАЙ;ТЕМРЮКСКИЙ Р-Н;;ГОЛУБИЦКАЯ СТ-ЦА;КРАСНАЯ УЛ;141;;;10
КРАСНОДАРСКИЙ КРАЙ;ТЕМРЮКСКИЙ Р-Н;ТЕМРЮК Г;;ЛЕНИНА УЛ;65;;;11
КРАСНОДАРСКИЙ КРАЙ;ТУАПСИНСКИЙ Р-Н;ТУАПСЕ Г;;К. МАРКСА УЛ;20/13;;;10
КРАСНОДАРСКИЙ КРАЙ;УСПЕНСКИЙ Р-Н;;УСПЕНСКОЕ С;КАЛИНИНА УЛ;76;;;15
КРАСНОДАРСКИЙ КРАЙ;УСТЬ-ЛАБИНСКИЙ Р-Н;УСТЬ-ЛАБИНСК Г;;ЛЕНИНА УЛ;38;;;14
КРАСНОДАРСКИЙ КРАЙ;ЩЕРБИНОВСКИЙ Р-Н;;СТАРОЩЕРБИНОВСКАЯ СТ-ЦА;СОВЕТОВ УЛ;70;;;10
КРАСНОДАРСКИЙ КРАЙ;ЩЕРБИНОВСКИЙ Р-Н;;СТАРОЩЕРБИНОВСКАЯ СТ-ЦА;СОВЕТОВ УЛ;68;;;13
КРАСНОЯРСКИЙ КРАЙ;;КРАСНОЯРСК Г;;26 БАКИНСКИХ КОМИССАРОВ УЛ;1;;;10
СТАВРОПОЛЬСКИЙ КРАЙ;;СТАВРОПОЛЬ Г;;4 ПРОМЫШЛЕННАЯ УЛ;1А;;;10
СТАВРОПОЛЬСКИЙ КРАЙ;;ЕССЕНТУКИ Г;;ЕРМОЛОВА УЛ;2;;;11
СТАВРОПОЛЬСКИЙ КРАЙ;;КИСЛОВОДСК Г;;САПЕРНЫЙ ПЕР;10;;;10
СТАВРОПОЛЬСКИЙ КРАЙ;;КИСЛОВОДСК Г;;СТАНИЧНАЯ УЛ;2;;;11
СТАВРОПОЛЬСКИЙ КРАЙ;;НЕВИННОМЫССК Г;;ЗОИ КОСМОДЕМЬЯНСКОЙ УЛ;1;---;---;15
СТАВРОПОЛЬСКИЙ КРАЙ;;ПЯТИГОРСК Г;;ДУНАЕВСКОГО УЛ;5;-;-;11
СТАВРОПОЛЬСКИЙ КРАЙ;;ПЯТИГОРСК Г;;ЕРМОЛОВА УЛ;14;;;13
СТАВРОПОЛЬСКИЙ КРАЙ;;ПЯТИГОРСК Г;;ЕРМОЛОВА УЛ;20;;;14
СТАВРОПОЛЬСКИЙ КРАЙ;;ПЯТИГОРСК Г;;КИРОВА ПР-КТ;38;;;10
СТАВРОПОЛЬСКИЙ КРАЙ;;ПЯТИГОРСК Г;;КИСЛОВОДСКОЕ Ш;19;-;-;11
СТАВРОПОЛЬСКИЙ КРАЙ;;ПЯТИГОРСК Г;;ПЕРВОМАЙСКАЯ УЛ;81;;;10
СТАВРОПОЛЬСКИЙ КРАЙ;;ПЯТИГОРСК Г;;СУВОРОВСКИЙ ПРОЕЗД;1;;;10
СТАВРОПОЛЬСКИЙ КРАЙ;ПРЕДГОРНЫЙ Р-Н;;ЕССЕНТУКСКАЯ СТ-ЦА;САДОВОЕ КОЛЬЦО УЛ;5;-;-;10
ХАБАРОВСКИЙ КРАЙ;;ХАБАРОВСК Г;;АМУРСКИЙ Б-Р;1;-;-;15
ХАБАРОВСКИЙ КРАЙ;;ХАБАРОВСК Г;;ДИКОПОЛЬЦЕВА УЛ;26;;2;10
ХАБАРОВСКИЙ КРАЙ;;ХАБАРОВСК Г;;ЛЕНИНГРАДСКАЯ УЛ;28;;;10
ХАБАРОВСКИЙ КРАЙ;;ХАБАРОВСК Г;;ЛОКОМОТИВНАЯ УЛ;12;А;;10
ХАБАРОВСКИЙ КРАЙ;;ХАБАРОВСК Г;;МУРАВЬЕВА-АМУРСКОГО УЛ;4;;;10
ХАБАРОВСКИЙ КРАЙ;;ХАБАРОВСК Г;;ПЕРЕКОПСКАЯ УЛ;2В;;;11
ХАБАРОВСКИЙ КРАЙ;;ХАБАРОВСК Г;;ТУРГЕНЕВА УЛ;46;;II (2-6, 41-44);17
ХАБАРОВСКИЙ КРАЙ;;КОМСОМОЛЬСК-НА-АМУРЕ Г;;ВОКЗАЛЬНАЯ УЛ;34;;;10
ХАБАРОВСКИЙ КРАЙ;;КОМСОМОЛЬСК-НА-АМУРЕ Г;;ПЕРВОСТРОИТЕЛЕЙ ПР-КТ;15;;;11
ХАБАРОВСКИЙ КРАЙ;АЯНО-МАЙСКИЙ Р-Н;;АЯН С;СОВЕТСКАЯ УЛ;8;;;10
ХАБАРОВСКИЙ КРАЙ;ВАНИНСКИЙ Р-Н;;ВАНИНО РП;ЖЕЛЕЗНОДОРОЖНАЯ УЛ;1;;;10
ХАБАРОВСКИЙ КРАЙ;ВАНИНСКИЙ Р-Н;;ВАНИНО РП;МИРА ПЛ;1;-----;-----;12
ХАБАРОВСКИЙ КРАЙ;ВЯЗЕМСКИЙ Р-Н;ВЯЗЕМСКИЙ Г;;КОММУНИСТИЧЕСКАЯ УЛ;8;;;10
ХАБАРОВСКИЙ КРАЙ;ХАБАРОВСКИЙ Р-Н;;ЧЕРНАЯ РЕЧКА С;ЦЕНТРАЛЬНАЯ УЛ;30;;;10
АМУРСКАЯ ОБЛ;;БЛАГОВЕЩЕНСК Г;;АРТИЛЛЕРИЙСКАЯ УЛ;8;;;11
АМУРСКАЯ ОБЛ;;БЛАГОВЕЩЕНСК Г;;ГОРЬКОГО УЛ;9;;;12
АМУРСКАЯ ОБЛ;;БЛАГОВЕЩЕНСК Г;;ЛЕНИНА УЛ;60;;;10
АМУРСКАЯ ОБЛ;;БЛАГОВЕЩЕНСК Г;;ЛЕНИНА УЛ;113;;;10
АМУРСКАЯ ОБЛ;;БЛАГОВЕЩЕНСК Г;;ЛЕНИНА УЛ;27;;;10
АМУРСКАЯ ОБЛ;;БЛАГОВЕЩЕНСК Г;;ЛЕНИНА УЛ;140/1;;;10
АМУРСКАЯ ОБЛ;;БЛАГОВЕЩЕНСК Г;;ЛЕНИНА УЛ;80;;;17
АМУРСКАЯ ОБЛ;;БЛАГОВЕЩЕНСК Г;;ЛЕНИНА УЛ;135;;;21
АМУРСКАЯ ОБЛ;;БЛАГОВЕЩЕНСК Г;;НАБЕРЕЖНАЯ УЛ;32;;;10
АМУРСКАЯ ОБЛ;;БЛАГОВЕЩЕНСК Г;;ОСТРОВСКОГО УЛ;160;;;15
АМУРСКАЯ ОБЛ;СКОВОРОДИНСКИЙ Р-Н;СКОВОРОДИНО Г;;ПОБЕДЫ УЛ;33;;;14
БЕЛГОРОДСКАЯ ОБЛ;;БЕЛГОРОД Г;;НАРОДНЫЙ Б-Р;93;;;11
БЕЛГОРОДСКАЯ ОБЛ;;БЕЛГОРОД Г;;НАРОДНЫЙ Б-Р;55;;;15
БЕЛГОРОДСКАЯ ОБЛ;НОВООСКОЛЬСКИЙ Р-Н;НОВЫЙ ОСКОЛ Г;;1 МАЯ УЛ;2;;;13
БРЯНСКАЯ ОБЛ;;БРЯНСК Г;;ПОКРОВСКАЯ ГОРА УЛ;5;;;12
БРЯНСКАЯ ОБЛ;;БРЯНСК Г;;ФОКИНА УЛ;31;;;10
БРЯНСКАЯ ОБЛ;;КЛИНЦЫ Г;;ЛЕНИНА ПР-КТ;47;;;10
БРЯНСКАЯ ОБЛ;;КЛИНЦЫ Г;;ОКТЯБРЬСКАЯ УЛ;42;;;11
ВЛАДИМИРСКАЯ ОБЛ;;ВЛАДИМИР Г;;16 ЛЕТ ОКТЯБРЯ УЛ;68А;;;5
ВЛАДИМИРСКАЯ ОБЛ;;ВЛАДИМИР Г;;КОММУНАЛЬНЫЙ СПУСК;1;;;10
ВЛАДИМИРСКАЯ ОБЛ;;ВЛАДИМИР Г;;КРЕМЛЁВСКАЯ УЛ;5А;;;10
ВЛАДИМИРСКАЯ ОБЛ;;ВЛАДИМИР Г;;ОКТЯБРЬСКИЙ ПР-КТ;21;;;16
ВЛАДИМИРСКАЯ ОБЛ;;ВЛАДИМИР Г;;СТУДЁНАЯ ГОРА УЛ;5Б;;;12
ВЛАДИМИРСКАЯ ОБЛ;;ВЛАДИМИР Г;;БОЛЬШАЯ НИЖЕГОРОДСКАЯ УЛ;79;;;10
ВЛАДИМИРСКАЯ ОБЛ;ГОРОХОВЕЦКИЙ Р-Н;ГОРОХОВЕЦ Г;;ЛЕНИНА УЛ;93;;;11
ВЛАДИМИРСКАЯ ОБЛ;ПЕТУШИНСКИЙ Р-Н;ПЕТУШКИ Г;;СОВЕТСКАЯ ПЛ;5;;;10
ВЛАДИМИРСКАЯ ОБЛ;СЕЛИВАНОВСКИЙ Р-Н;КРАСНАЯ ГОРБАТКА П;;КРАСНОАРМЕЙСКАЯ УЛ;12;;;11
ВЛАДИМИРСКАЯ ОБЛ;СОБИНСКИЙ Р-Н;СОБИНКА Г;;САДОВАЯ УЛ;4;;;10
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;БАРРИКАДНАЯ УЛ;1Д;;;10
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;БАРРИКАДНАЯ УЛ;1Б;;;10
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;АВИАТОРОВ Ш;1;;;10
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;7-Й ГВАРДЕЙСКОЙ УЛ;12;;;10
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;МИРА УЛ;13;;;11
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;25-ЛЕТИЯ ОКТЯБРЯ УЛ;1;;;19
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;РАБОЧЕ-КРЕСТЬЯНСКАЯ УЛ;22;;;10
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;РАБОЧЕ-КРЕСТЬЯНСКАЯ УЛ;19;;;20
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;ЭЛЕКТРОЛЕСОВСКАЯ УЛ;55;;;10
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;ЭЛЕКТРОЛЕСОВСКАЯ УЛ;86;;;14
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;62-Й АРМИИ НАБ;1;;;10
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;ИМ. КАЛИНИНА УЛ;11;;;10
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;ИМ. КАЛИНИНА УЛ;13;;;17
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;ИМ. КАНУННИКОВА УЛ;9;;;10
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;ИМ. КАНУННИКОВА УЛ;6;1;;10
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;ИМ. КАНУННИКОВА УЛ;23;;;16
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;13-Й ГВАРДЕЙСКОЙ УЛ;13;;;10
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;ПОРТ-САИДА УЛ;18А;;;10
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;ИМ В.И.ЛЕНИНА ПР-КТ;15;;;10
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;ИМ В.И.ЛЕНИНА ПР-КТ;98;;;12
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;НОВОРОССИЙСКАЯ УЛ;2;;;10
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛГОГРАД Г;;АПТЕЧНЫЙ ПРОЕЗД;1 А;;;10
ВОЛГОГРАДСКАЯ ОБЛ;;ВОЛЖСКИЙ Г;;МОЛОДЕЖНАЯ УЛ;13 Б;;;10
ВОЛГОГРАДСКАЯ ОБЛ;ОКТЯБРЬСКИЙ Р-Н;;ОКТЯБРЬСКИЙ РП;ЦЕНТРАЛЬНАЯ УЛ;24;-;-;10
ВОЛГОГРАДСКАЯ ОБЛ;СВЕТЛОЯРСКИЙ Р-Н;;СВЕТЛЫЙ ЯР РП;СПОРТИВНАЯ УЛ;5;;;12
ВОЛГОГРАДСКАЯ ОБЛ;СТАРОПОЛТАВСКИЙ Р-Н;;СТАРАЯ ПОЛТАВКА С;ЛЕНИНА УЛ;1А;;;11
ВОЛГОГРАДСКАЯ ОБЛ;НОВОНИКОЛАЕВСКИЙ Р-Н;;НОВОНИКОЛАЕВСКИЙ РП;НАРОДНАЯ УЛ;77;;;10
ВОЛОГОДСКАЯ ОБЛ;;ВОЛОГДА Г;;ГЕРЦЕНА УЛ;27;;;15
ВОЛОГОДСКАЯ ОБЛ;;ВОЛОГДА Г;;ЗОСИМОВСКАЯ УЛ;107;;;11
ВОЛОГОДСКАЯ ОБЛ;;ВОЛОГДА Г;;ОКТЯБРЬСКАЯ УЛ;27;;;11
ВОЛОГОДСКАЯ ОБЛ;;ВОЛОГДА Г;;ПОШЕХОНСКОЕ Ш;18;;;11
ВОЛОГОДСКАЯ ОБЛ;;ВОЛОГДА Г;;САММЕРА УЛ;70;;;10
ВОЛОГОДСКАЯ ОБЛ;;ЧЕРЕПОВЕЦ Г;;БЕЛИНСКОГО УЛ;23/1;;;15
ВОЛОГОДСКАЯ ОБЛ;;ЧЕРЕПОВЕЦ Г;;ГОДОВИКОВА УЛ;8;;3Н;11
ВОЛОГОДСКАЯ ОБЛ;;ЧЕРЕПОВЕЦ Г;;ГОРОДЕЦКАЯ УЛ;11;;1Н;24
ВОЛОГОДСКАЯ ОБЛ;;ЧЕРЕПОВЕЦ Г;;КИРИЛЛОВСКОЕ Ш;63 А;;;30
ВОЛОГОДСКАЯ ОБЛ;;ЧЕРЕПОВЕЦ Г;;КОМСОМОЛЬСКАЯ УЛ;28;;;12
ВОЛОГОДСКАЯ ОБЛ;;ЧЕРЕПОВЕЦ Г;;КРАСНОДОНЦЕВ УЛ;24;;1 Н;13
ВОЛОГОДСКАЯ ОБЛ;;ЧЕРЕПОВЕЦ Г;;ЛЕНИНА УЛ;149;;1Н;15
ВОЛОГОДСКАЯ ОБЛ;;ЧЕРЕПОВЕЦ Г;;ПРОМЫШЛЕННАЯ УЛ;7;;3Н;14
ВОЛОГОДСКАЯ ОБЛ;;ЧЕРЕПОВЕЦ Г;;ПРОМЫШЛЕННАЯ УЛ;7;;4Н;16
ВОЛОГОДСКАЯ ОБЛ;СОКОЛЬСКИЙ Р-Н;СОКОЛ Г;;СОВЕТСКАЯ УЛ;73;;;15
ВОЛОГОДСКАЯ ОБЛ;ХАРОВСКИЙ Р-Н;ХАРОВСК Г;;ОКТЯБРЬСКАЯ ПЛ;3;;;12
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;25 ОКТЯБРЯ УЛ;45;;;12
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;25 ОКТЯБРЯ УЛ;33;;;40
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;45 СТРЕЛКОВОЙ ДИВИЗИИ УЛ;110;2;1/11;30
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;АЙВАЗОВСКОГО УЛ;2В;VII;1;17
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ВОРОШИЛОВА УЛ;31А;;6;17
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ДИМИТРОВА УЛ;138;;1;21
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;КРАСНОЗНАМЕННАЯ УЛ;167;;ОБЩЕЖИТИЕ;16
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;КУЛИБИНА УЛ;15;;;32
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;КУЦЫГИНА УЛ;17;-;-;10
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ЛЕБЕДЕВА УЛ;10;А10, А11;56;90
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ЛЕНИНА ПЛ;12;;;12
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ЛЕНИНА ПЛ;8;;;17
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ЛЕНИНА УЛ;73;;;10
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ЛЕНИНГРАДСКАЯ УЛ;2;;;17
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ЛЕНИНСКИЙ ПР-КТ;119-А;--;--;27
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;МЕНДЕЛЕЕВА УЛ;13;I;11А;17
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;НИКИТИНСКАЯ УЛ;8А;;;10
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ПОБЕДЫ Б-Р;50 Б;;ПОМЕЩЕНИЕ 1;43
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ПОБЕДЫ Б-Р;50 В;;;70
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ФРИДРИХА ЭНГЕЛЬСА УЛ;64А;I;14Г;46
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ЦЮРУПЫ УЛ;34;-;307;11
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ЦЮРУПЫ УЛ;18;;;26
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ЭЛЕКТРОСИГНАЛЬНАЯ УЛ;1;;;11
ВОРОНЕЖСКАЯ ОБЛ;;ВОРОНЕЖ Г;;ЭЛЕКТРОСИГНАЛЬНАЯ УЛ;20;;28-3;20
ВОРОНЕЖСКАЯ ОБЛ;КАМЕНСКИЙ Р-Н;;КАМЕНКА ПГТ;ЛЕНИНА УЛ;26;-;-;13
ВОРОНЕЖСКАЯ ОБЛ;КАНТЕМИРОВСКИЙ Р-Н;;КАНТЕМИРОВКА РП;ПОБЕДЫ УЛ;17;;;13
ВОРОНЕЖСКАЯ ОБЛ;ОЛЬХОВАТСКИЙ Р-Н;;ОЛЬХОВАТКА РП;ОКТЯБРЬСКАЯ УЛ;64;;;12
ВОРОНЕЖСКАЯ ОБЛ;ПАНИНСКИЙ Р-Н;;ПАНИНО РП;СОВЕТСКАЯ УЛ;2;;;10
ВОРОНЕЖСКАЯ ОБЛ;ПОДГОРЕНСКИЙ Р-Н;;ПОДГОРЕНСКИЙ ПГТ;ПЕРВОМАЙСКАЯ УЛ;60;;;14
ВОРОНЕЖСКАЯ ОБЛ;РАМОНСКИЙ Р-Н;;РАМОНЬ РП;СОВЕТСКАЯ УЛ;11;--;--;12
ВОРОНЕЖСКАЯ ОБЛ;РЕПЬЕВСКИЙ Р-Н;;РЕПЬЕВКА С;ПОБЕДЫ ПЛ;1;;;12
ВОРОНЕЖСКАЯ ОБЛ;РОССОШАНСКИЙ Р-Н;РОССОШЬ Г;;ЛЕНИНА ПЛ;4;;;19
ВОРОНЕЖСКАЯ ОБЛ;ХОХОЛЬСКИЙ Р-Н;;ХОХОЛЬСКИЙ РП;ЛЕНИНА УЛ;8;;;15
ИВАНОВСКАЯ ОБЛ;;ИВАНОВО Г;;КУКОНКОВЫХ УЛ;141;;;11
ИВАНОВСКАЯ ОБЛ;;ИВАНОВО Г;;ТАНКИСТА АЛЕКСАНДРОВА УЛ;2А;;ОФИС 41;10
ИВАНОВСКАЯ ОБЛ;;ИВАНОВО Г;;СТЕПАНОВА УЛ;17;;;11
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ГАГАРИНА Б-Р;38;---;---;10
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ГРЯЗНОВА УЛ;1;;;10
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ДЕКАБРЬСКИХ СОБЫТИЙ УЛ;109;;;10
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ДЕКАБРЬСКИХ СОБЫТИЙ УЛ;57;---;---;12
ИРКУТСКАЯ ОБЛ;;ИРКУТСК Г;;ДЕКАБРЬСКИХ СОБЫТИЙ УЛ;100;;;12
КАЛУЖСКАЯ ОБЛ;;КАЛУГА Г;;ВОСКРЕСЕНСКИЙ ПЕР;29;;3;11
КАЛУЖСКАЯ ОБЛ;;КАЛУГА Г;;СОВЕТСКАЯ УЛ;20;;;11
КАЛУЖСКАЯ ОБЛ;;КАЛУГА Г;;ГРАБЦЕВСКОЕ Ш;43;;;11
КАЛУЖСКАЯ ОБЛ;;КАЛУГА Г;;МОСКОВСКАЯ УЛ;292;;;10
КАЛУЖСКАЯ ОБЛ;;КАЛУГА Г;;МОСКОВСКАЯ УЛ;247;;;10
КАЛУЖСКАЯ ОБЛ;;КАЛУГА Г;;ПРОЛЕТАРСКАЯ УЛ;111;-;-;10
КАЛУЖСКАЯ ОБЛ;;КАЛУГА Г;;САЛТЫКОВА-ЩЕДРИНА УЛ;125;;;12
КАЛУЖСКАЯ ОБЛ;;КАЛУГА Г;;ФРИДРИХА ЭНГЕЛЬСА УЛ;147;-;-;10
КАЛУЖСКАЯ ОБЛ;;ОБНИНСК Г;;КИЕВСКОЕ Ш;57;-;-;12
БАШКОРТОСТАН РЕСП;;ОКТЯБРЬСКИЙ Г;;ЧАПАЕВА УЛ;23;;;11
БАШКОРТОСТАН РЕСП;;САЛАВАТ Г;;КРАСНОАРМЕЙСКАЯ УЛ;12;;;10
БАШКОРТОСТАН РЕСП;;САЛАВАТ Г;;ЛЕНИНА УЛ;2;;;12
БАШКОРТОСТАН РЕСП;;САЛАВАТ Г;;МОЛОДОГВАРДЕЙЦЕВ УЛ;30;;;13
БАШКОРТОСТАН РЕСП;;СТЕРЛИТАМАК Г;;ФУРМАНОВА УЛ;18;;;14
БАШКОРТОСТАН РЕСП;УФИМСКИЙ Р-Н;;НИЖЕГОРОДКА С;ЧАПАЕВА УЛ;26;-;-;11
БАШКОРТОСТАН РЕСП;БЛАГОВЕЩЕНСКИЙ Р-Н;БЛАГОВЕЩЕНСК Г;;КОММУНИСТИЧЕСКАЯ УЛ;12;;;12
БАШКОРТОСТАН РЕСП;ИШИМБАЙСКИЙ Р-Н;ИШИМБАЙ Г;;ЛЕНИНА ПР-КТ;60;---;---;10
БАШКОРТОСТАН РЕСП;КАРМАСКАЛИНСКИЙ Р-Н;;КАРМАСКАЛЫ С;КИРОВА УЛ;15;;;11
БАШКОРТОСТАН РЕСП;КУЮРГАЗИНСКИЙ Р-Н;;ЕРМОЛАЕВО С;МИРА ПР-КТ;10;;;11
